ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
245,City,Ubicación,Positivo,An excellent entrance to the beautiful city of Loja,2022-03-03
246,Lugar,Infraestructura,Positivo,An excellent e,2022-02-05
247,City,Ubicación,Neutro,One of our most representative and oldest in the city,
248,Lugar,Infraestructura,Neutro,"One of the traditional squares of Loja, small and very pleasant",
249,Lugar,Infraestructura,Neutro,One of the first churches in Loja,2019-05-01
250,Food,Gastronomía,Positivo,"One of the most beautiful squares in Loja, with its old houses that are restaurants and cafes, its Church that is worth seeing inside and its food market",
250,Worth,Precio,Positivo,"One of the most beautiful squares in Loja, with its old houses that are restaurants and cafes, its Church that is worth seeing inside and its food market",
250,Rio,Naturaleza,Positivo,There are usually various cultural events in this square,
251,Bus,Transporte,Neutro,"It is surrounded by banks, schools and different businesses and public institutions",
251,Area,Ubicación,Neutro,"Fairs for small producers, micro-entrepreneurs and artisans are frequently organized in the surrounding area",
252,City,Ubicación,Neutro,One of the oldest squares in Loja and part of the heart of the city of Loja,2019-10-07
253,View,Naturaleza,Neutro,One of the best views of Loja,
254,Lugar,Infraestructura,Neutro,One of the best churches in Loja,
255,Lugar,Infraestructura,Positivo,"One of the most beautiful in Ecuador, nothing to say to those in Europe",2019-03-07
256,People,Atención,Positivo,it's a shame that some people don't know how to care for and value it,
257,City,Ubicación,Neutro,"One of the main churches of the city of Loja, which is characterized by its art in religious sculptures and its structure",2020-07-03
258,Lugar,Infraestructura,Neutro,One of the most visited churches in Loja for its design and history.,
259,Lugar,Infraestructura,Neutro,"One of the most traditional churches in Loja, very unique in its architecture, it is well preserved",
260,Center,Ubicación,Positivo,"One of the most beautiful churches in Loja, with very nice finishes and in the center of the city",2019-11-08
261,Lugar,Infraestructura,Neutro,One of the oldest churches in Loja,
262,Center,Ubicación,Neutro,One of the churches in the center of Loja,2017-06-06
263,Calle,Transporte,Positivo,It is located 100 meters from the Central Church of Loja called the Cathedral,
263,Central,Ubicación,Positivo,It is located 100 meters from the Central Church of Loja called the Cathedral,
264,Lugar,Infraestructura,Neutro,One of the Churches with a climax between the modern and colloquial.,2019-10-06
265,Clean,Infraestructura,Positivo,"One of the cleanest, cultural and exceptional cities in Ecuador",
266,Lugar,Infraestructura,Positivo,"One of the beautiful churches of Loja, with its large and beautiful square, a meeting point for the",2019-07-09
267,Eat,Gastronomía,Neutro,A creation that only God can make,
268,City,Ubicación,Positivo,A unique construction where you can find the history of this beautiful city,2024-06-10
269,City,Ubicación,Positivo,A beautiful entrepreneurial city,
270,Lugar,Infraestructura,Positivo,"A beautiful cathedral, reverently awaits the visit of the crowned Swan Queen on August 20",2019-02-07
271,Lugar,Infraestructura,Positivo,A beautiful Cathedral,
272,Lugar,Infraestructura,Positivo,"A beautiful traditional Loja house, very good exhibitions.",
273,Lugar,Infraestructura,Neutro,A heritage house that tells its story in every corner,2019-10-09
274,View,Naturaleza,Positivo,A good view,
275,Tree,Naturaleza,Positivo,"A nice section of street with lots of shops, although most were closed when we visited",
275,Street,Transporte,Positivo,"A nice section of street with lots of shops, although most were closed when we visited",
276,Worth,Precio,Positivo,"It's worth the time to pass, although there's probably no need to stop",
277,Lugar,Infraestructura,Neutro,A Mayonnaise Beauty,2023-08-08
278,Park,Naturaleza,Neutro,A beauty of a park,
279,Park,Naturaleza,Neutro,A beauty of a park,2022-06-08
280,Lugar,Infraestructura,Neutro,A beauty of place,
281,Lugar,Infraestructura,Positivo,A beautiful church of the Franciscan community,
282,City,Ubicación,Positivo,"An attraction of the city of Loja, which must be visited when you are in this beautiful city in the south of Ecuador",
283,City,Ubicación,Positivo,An architecture that highlights the city that you must visit to live a beautiful experience,
284,Danger,Seguridad,Negativo,It usually has craft fairs but when night comes the atmosphere in its surroundings tends to become a little dangerous,
284,Green,Naturaleza,Negativo,A large green area,
284,Area,Ubicación,Negativo,A large green area,
285,Eat,Gastronomía,Positivo,A great work for our city and our cultural events,
285,City,Ubicación,Positivo,A great work for our city and our cultural events,
286,Service,Atención,Positivo,"A nice and cozy place, surrounded or close to all businesses or service providers",
286,Bus,Transporte,Positivo,"A nice and cozy place, surrounded or close to all businesses or service providers",
287,Eat,Gastronomía,Positivo,A great place to clear your mind and relax,
288,Lugar,Infraestructura,Neutro,a sacred time,
289,Terminal,Transporte,Neutro,A small but accessible terminal to buy tickets and travel to any part of the country,
290,Lugar,Infraestructura,Neutro,A temple to exhibit art,
291,Lugar,Infraestructura,Positivo,A very beautiful temple,
292,Lugar,Infraestructura,Positivo,An Excellent Temple,2022-08-10
293,Lugar,Infraestructura,Neutro,A temple where all the Saints are found,
294,Eat,Gastronomía,Neutro,A unique theater,2020-05-02
295,Eat,Gastronomía,Neutro,"A very elegant and pleasant theater, meeting the expectations of a very well-equipped theater",
296,Eat,Gastronomía,Positivo,A very beautiful and controversial theater because many suppliers were not paid,
297,Eat,Gastronomía,Positivo,A very beautiful and elegant Theater for masterful symphonic works,
298,Eat,Gastronomía,Positivo,"A modern, functional, comfortable theater with great acoustics, excellent programming",
299,Eat,Gastronomía,Neutro,"A modern Theater, with different rooms and spaces for cultural development and in the main room, all the comforts for the spectator and the artist",
299,Room,Infraestructura,Neutro,"A modern Theater, with different rooms and spaces for cultural development and in the main room, all the comforts for the spectator and the artist",
300,Eat,Gastronomía,Neutro,A modern theater with all the comforts required,
301,Eat,Gastronomía,Neutro,A wonderful theater,
302,Eat,Gastronomía,Positivo,An incredible theater where the events stand out and the experience is unique,
303,Eat,Gastronomía,Positivo,"Great theater, amazing events take place",
304,Eat,Gastronomía,Neutro,"A first class, wonderful theater",2022-02-01
305,Eat,Gastronomía,Neutro,A Theater at the height of what Loja is culturally,2023-04-02
306,Eat,Gastronomía,Neutro,A theater at the height of the musical city of Ecuador: Loja,
306,City,Ubicación,Neutro,A theater at the height of the musical city of Ecuador: Loja,
307,Eat,Gastronomía,Neutro,A 10/10 theater,
308,Lugar,Infraestructura,Neutro,A dream come true,
309,Park,Naturaleza,Neutro,A sunny day in the central park of Loja,
309,Central,Ubicación,Neutro,A sunny day in the central park of Loja,
310,Lugar,Infraestructura,Positivo,A very nice place for tourists,
311,Rio,Naturaleza,Neutro,"A green site located in a strategic location that offers several viewpoints, sites for various activities such as a skate park, a stryders track, bike cross for children, exercise machines, synthetic soccer fields, a trekking or trail path and Mountain Bike",2022-06-03
311,Location,Ubicación,Neutro,"A green site located in a strategic location that offers several viewpoints, sites for various activities such as a skate park, a stryders track, bike cross for children, exercise machines, synthetic soccer fields, a trekking or trail path and Mountain Bike",2022-06-03
312,Fee,Precio,Positivo,A quiet place to enjoy a good read and coffee ☕,2021-02-09
313,Lugar,Infraestructura,Neutro,"A super quiet place to relax, meet and talk.",
314,Eat,Gastronomía,Neutro,"A very attractive recreational site ideal for sharing with family, friends or also suitable for exercising alone",
315,Lugar,Infraestructura,Neutro,A place to pray,
316,Eat,Gastronomía,Positivo,"A place to visit with the family, a symbolic tour of great monuments of the",2019-02-09
316,Area,Ubicación,Positivo,World and wide areas of recreation,2019-02-09
317,Tree,Naturaleza,Positivo,But be careful with the pigeons in the trees,
318,Lugar,Infraestructura,Positivo,"A very beautiful place, very nice Loja",
319,Lugar,Infraestructura,Positivo,A very beautiful comfortable and cozy place,2024-04-06
320,Lugar,Infraestructura,Neutro,A very spiritual place with a lot of history behind its construction!!!,
321,City,Ubicación,Positivo,A very special place at the top of the El Pedestal sector here in our beloved city of Loja,
322,Safe,Seguridad,Positivo,"A very nice picturesque place, clean and above all very safe",
322,Clean,Infraestructura,Positivo,"A very nice picturesque place, clean and above all very safe",
323,Eat,Gastronomía,Positivo,A very nice place but it needs more games and seats,2023-08-12
324,View,Naturaleza,Positivo,"A very nice place with its colonial structure, there is a cafeteria and you can enjoy a good view of the city",2023-03-09
324,City,Ubicación,Positivo,"A very nice place with its colonial structure, there is a cafeteria and you can enjoy a good view of the city",2023-03-09
325,Lugar,Infraestructura,Positivo,"A very nice place, more organization would be good when the public enters a work.",
326,Lugar,Infraestructura,Positivo,A very nice place,
327,Nature,Naturaleza,Neutro,"A very cozy and de-stressing place, contact with nature is really relaxing",2021-12-02
328,View,Naturaleza,Positivo,"A very relaxing, quiet place to have a good time, excellent view",
329,City,Ubicación,Neutro,A historical site that combines the past and present of the city,
330,Safe,Seguridad,Positivo,"A family place with several spaces to play and relax with your family, it is a safe place, easy to access and to occupy an entire weekend afternoon",
331,Fee,Precio,Neutro,"An exuberant place, where you can feel a special connection with nature, large peaks overlooking the city of Loja and all the flora and fauna that hides inside",2018-08-08
331,Nature,Naturaleza,Neutro,"An exuberant place, where you can feel a special connection with nature, large peaks overlooking the city of Loja and all the flora and fauna that hides inside",2018-08-08
331,City,Ubicación,Neutro,"An exuberant place, where you can feel a special connection with nature, large peaks overlooking the city of Loja and all the flora and fauna that hides inside",2018-08-08
332,Lugar,Infraestructura,Neutro,A sanctuary to praise God,
333,Lugar,Infraestructura,Neutro,An iconic sanctuary,
334,Lugar,Infraestructura,Neutro,"A fairly traditional corner of Loja, but right now it is terribly cold.",
335,Lugar,Infraestructura,Neutro,A corner where you can admire the typical colonial architecture of Ciudad de Loja,2024-06-04
336,Restaurant,Gastronomía,Neutro,A restaurant is needed,
337,Nature,Naturaleza,Neutro,A remnant of nature very close to the city,
337,City,Ubicación,Neutro,A remnant of nature very close to the city,
338,Lugar,Infraestructura,Neutro,A MEMORY,
339,Free,Precio,Positivo,A point that every tourist has to visit is where the Freedom Tower is located since Loja's first cry for independence was given there,
