ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
210,One of the busiest in the city,Transporte,Neutro,"A very cozy square, it is small but there are several cultural events and a natural environment is preserved. It is one of the busiest in the city. And the architecture of the church attracts tourists and locals.",2019-02-12
210,The architecture of the church attracts tourists and locals,Ubicación,Neutro,"A very cozy square, it is small but there are several cultural events and a natural environment is preserved. It is one of the busiest in the city. And the architecture of the church attracts tourists and locals.",2019-02-12
213,Where people live and travel daily with the loja culture,Atención,Neutro,"A square with history, where people live and travel daily with the Loja culture. Where children give free rein to play and run around the pigeons that wait for passersby to share a little corn that they get for a few cents, under the shade of some trees and at the foot of the Church of Santo Domingo with a unique architecture that is linked to urban modernity.",2019-07-30
213,Where children give free rein to play and run around the pigeons that wait for passersby to share a little corn that they get for a few cents,Precio,Positivo,"A square with history, where people live and travel daily with the Loja culture. Where children give free rein to play and run around the pigeons that wait for passersby to share a little corn that they get for a few cents, under the shade of some trees and at the foot of the Church of Santo Domingo with a unique architecture that is linked to urban modernity.",2019-07-30
213,Under the shade of some trees and at the foot of the church of santo domingo with a unique architecture that is linked to urban modernity,Naturaleza,Neutro,"A square with history, where people live and travel daily with the Loja culture. Where children give free rein to play and run around the pigeons that wait for passersby to share a little corn that they get for a few cents, under the shade of some trees and at the foot of the Church of Santo Domingo with a unique architecture that is linked to urban modernity.",2019-07-30
216,A tourist pearl of the city,Ubicación,Neutro,"A tourist pearl of the city, an excellent place to walk with your partner, family or friends. In addition to having picnic areas, the place lends itself to photo sessions. RECOMMENDED",2020-01-22
216,An excellent place to walk with your partner,Infraestructura,Positivo,"A tourist pearl of the city, an excellent place to walk with your partner, family or friends. In addition to having picnic areas, the place lends itself to photo sessions. RECOMMENDED",2020-01-22
216,In addition to having picnic areas,Ubicación,Neutro,"A tourist pearl of the city, an excellent place to walk with your partner, family or friends. In addition to having picnic areas, the place lends itself to photo sessions. RECOMMENDED",2020-01-22
216,The place lends itself to photo sessions,Infraestructura,Neutro,"A tourist pearl of the city, an excellent place to walk with your partner, family or friends. In addition to having picnic areas, the place lends itself to photo sessions. RECOMMENDED",2020-01-22
218,A very good view to observe the city and enjoy nature,Naturaleza,Positivo,A very good view to observe the city and enjoy nature.,2019-12-26
221,Go up with a water poncho,Infraestructura,Neutro,"A very nice walk, as a recommendation, go up with a water poncho. There are days when it rains too much.",2021-08-17
223,A wonderful park with many games,Infraestructura,Neutro,A wonderful park with many games,2023-08-27
224,Which enchants one of the most touristic areas of my beloved loja,Ubicación,Positivo,"A marvel of architecture, which enchants one of the most touristic areas of my beloved Loja, whenever I can I pass by here and take a couple of photos because for me, every day is different.",2021-04-09
228,A nice play,Infraestructura,Positivo,"A nice play, very interesting.",2021-11-20
230,A nice city,Ubicación,Positivo,a nice city,2015-11-14
232,A very wide lagoon horseback riding the mini cruise train the big train the nature itself is a charm,Naturaleza,Neutro,A very wide lagoon horseback riding the mini cruise train the big train the nature itself is a charm,2020-06-22
233,A large lagoon around grass trees birds ducks very pretty,Naturaleza,Neutro,A large lagoon around grass trees birds ducks very pretty,2017-10-31
234,A lagoon with a tourist profile,Ubicación,Neutro,A lagoon with a tourist profile... accompanied by children's games and ducks to feed,2019-06-02
234,Accompanied by children's games and ducks to feed,Precio,Neutro,A lagoon with a tourist profile... accompanied by children's games and ducks to feed,2019-06-02
236,A jewel of the heritage architecture of the city of loja,Ubicación,Neutro,"A jewel of the heritage architecture of the city of Loja, it offers the right environment for the development of culture, evoking a classic air full of history.",2021-10-26
236,It offers the right environment for the development of culture,Naturaleza,Neutro,"A jewel of the heritage architecture of the city of Loja, it offers the right environment for the development of culture, evoking a classic air full of history.",2021-10-26
236,Evoking a classic air full of history,Naturaleza,Neutro,"A jewel of the heritage architecture of the city of Loja, it offers the right environment for the development of culture, evoking a classic air full of history.",2021-10-26
238,An irresponsibility in the trails are collapsed with falls of more than 5 meters to the river,Naturaleza,Neutro,"An irresponsibility in the trails are collapsed with falls of more than 5 meters to the river. If you ride a bicycle, go slowly otherwise you will kill yourself and there is not even a warning sign.",2021-09-29
239,A modern and enormous infrastructure,Infraestructura,Neutro,"A modern and enormous infrastructure, a perfect setting to promote the arts of Ecuador",2022-08-22
240,An impressive infrastructure,Infraestructura,Neutro,An impressive infrastructure.,2021-09-15
241,Each of its walls tells fragments of the bible,Infraestructura,Neutro,"A church rich in art, each of its walls tells fragments of the Bible",2019-07-16
242,A church that is worth visiting for its colors,Precio,Positivo,"A church that is worth visiting for its colors, its gigantic, colorful doors. The image of the Virgin was brought from Seville in 1550 and it is presumed that the crucified Christ could be the work of the indigenous Caspicara.",2024-02-13
242,The image of the virgin was brought from seville in 1550 and it is presumed that the crucified christ could be the work of the indigenous caspicara,Transporte,Neutro,"A church that is worth visiting for its colors, its gigantic, colorful doors. The image of the Virgin was brought from Seville in 1550 and it is presumed that the crucified Christ could be the work of the indigenous Caspicara.",2024-02-13
243,A heritage church of our city of loja,Ubicación,Neutro,"A heritage church of our City of Loja, with an incomparable artistic wealth, where there are paintings and canvases of religious expressions by great masters",2024-09-05
